feature1,feature2,feature3,target
0.5488135039273248,0.6778165367962301,0.3117958819941026,27.19666497663537
0.7151893663724195,0.27000797319216485,0.6963434888154595,23.221419980959162
0.6027633760716439,0.7351940221225949,0.3777518392924809,9.994354560859257
0.5448831829968969,0.9621885451174382,0.1796036775596348,2.4330416996399027
0.4236547993389047,0.24875314351995803,0.02467872839133123,12.21723514241422
0.6458941130666561,0.5761573344178369,0.06724963146324858,6.967024265128282
0.4375872112626925,0.592041931271839,0.6793927734985673,3.9746290427394895
0.8917730007820798,0.5722519057908734,0.4536968445560453,1.6028154536047579
0.9636627605010293,0.2230816326406183,0.5365792111087222,21.767830926317362
0.3834415188257777,0.952749011516985,0.8966712930403421,0.34282375875093085
0.7917250380826646,0.44712537861762736,0.9903389473967044,23.117422455083286
0.5288949197529045,0.8464086724711278,0.21689698439847394,4.408399362011251
0.5680445610939323,0.6994792753175043,0.6630782031001008,2.3856624776026725
0.925596638292661,0.29743695085513366,0.26332237673715064,2.6880910271581615
0.07103605819788694,0.8137978197024772,0.02065099946572868,20.161434220617434
0.08712929970154071,0.39650574084698464,0.7583786538361414,7.361016295585343
0.02021839744032572,0.8811031971111616,0.32001715082246784,12.616184000402953
0.832619845547938,0.5812728726358587,0.38346389417189797,16.721063739717508
0.7781567509498505,0.8817353618548528,0.5883171135536057,25.816535214863812
0.8700121482468192,0.6925315900777659,0.8310484552361904,21.81132788133985
0.978618342232764,0.7252542798196405,0.6289818435911487,8.10983715716144
0.7991585642167236,0.5013243819267023,0.8726506554473953,3.944483978733828
0.46147936225293185,0.9560836347232239,0.27354203481563577,1.6612296126359383
0.7805291762864555,0.6439901992296374,0.7980468339125637,9.047959034428274
0.11827442586893322,0.4238550485581797,0.1856359443059522,7.863544477190347
0.6399210213275238,0.6063932141279244,0.9527916569719446,13.68421700401439
0.1433532874090464,0.019193198309333526,0.6874882763878153,20.498440066430412
0.9446689170495839,0.30157481667454933,0.21550767711355845,20.868763369165716
0.5218483217500717,0.660173537492685,0.9473705904889242,8.505565397464999
0.4146619399905236,0.29007760721044407,0.7308558067701578,11.397808677003615
0.26455561210462697,0.6180154289988415,0.25394164259502583,5.434528852107091
0.7742336894342167,0.42876870094576613,0.21331197736748198,23.656365369195562
0.45615033221654855,0.13547406422245023,0.5182007139306632,1.705442292997209
0.5684339488686485,0.29828232595603077,0.025662718054531575,20.90991725174962
0.018789800436355142,0.5699649107012649,0.2074700754411094,23.360861878233102
0.6176354970758771,0.5908727612481732,0.42468546875150626,23.322226855462596
0.6120957227224214,0.5743252488495788,0.37416998033422555,7.782676930360648
0.6169339968747569,0.6532008198571336,0.4635754243648107,11.214394137976843
0.9437480785146242,0.6521032700016889,0.2776287062947319,17.62798905589167
0.6818202991034834,0.43141843543397396,0.5867843464581688,8.18465707273401
0.359507900573786,0.896546595851063,0.8638556059232314,11.125583976536662
0.43703195379934145,0.36756187004789653,0.11753185596203308,5.911628405569189
0.6976311959272649,0.4358649252656268,0.5173791071541142,13.795676512680222
0.06022547162926983,0.8919233550156721,0.1320681063451533,1.3383690376234225
0.6667667154456677,0.8061939890460857,0.7168596811925937,23.993876537118542
0.6706378696181594,0.7038885835403663,0.39605970280729375,2.308693409598982
0.2103825610738409,0.10022688731230112,0.565421311858509,15.565054464945781
0.1289262976548533,0.9194826137446735,0.18327983621407862,9.204302986355884
0.31542835092418386,0.7142412995491114,0.14484775934337724,17.326288464941264
0.3637107709426226,0.9988470065678665,0.48805628064895457,28.783000225002755
0.5701967704178796,0.14944830465799375,0.3556127378499556,19.367107333680117
0.43860151346232035,0.8681260573682142,0.940431945252813,1.0608730726647275
0.9883738380592262,0.16249293467637482,0.7653252538069653,12.912073185241837
0.10204481074802807,0.6155595642838442,0.7486636198505473,15.300505569547507
0.2088767560948347,0.12381998284944151,0.9037197397459334,16.08532484110356
0.16130951788499626,0.8480082293222344,0.08342243544201855,20.441775318115138
0.6531083254653984,0.8073189587250107,0.5521924699224066,8.327882931952983
0.2532916025397821,0.5691007386145933,0.5844760689557689,3.8658169639896056
0.4663107728563063,0.40718329722599966,0.961936378547229,11.78027029641283
0.24442559200160274,0.06916699545513805,0.29214752679254885,28.692171683878463
0.15896958364551972,0.6974287731445636,0.24082877991544682,5.613926752525343
0.11037514116430513,0.45354268267806885,0.10029394226549782,27.119518647847112
0.6563295894652734,0.7220555994703479,0.016429629591474204,16.31417850231979
0.1381829513486138,0.8663823259286292,0.9295293167921905,13.707342649372974
0.1965823616800535,0.9755215050028858,0.66991654659091,26.461242306896686
0.3687251706609641,0.855803342392611,0.7851529120231378,13.758118853057576
0.8209932298479351,0.011714084185001972,0.2817301057539491,21.725029098346297
0.09710127579306127,0.3599780644783639,0.5864101661863267,11.97075965109306
0.8379449074988039,0.729990562424058,0.06395526612098112,27.121331787028733
0.09609840789396307,0.17162967726144052,0.4856275959346229,20.700750605736822
0.9764594650133958,0.5210366062041293,0.9774951397444468,20.9886616275155
0.4686512016477016,0.05433798833925363,0.8765052453165908,9.831612046713566
0.9767610881903371,0.19999652489640007,0.33815895183684563,22.703359282106675
0.604845519745046,0.01852179446061397,0.9615701545414985,19.08183166341424
0.7392635793983017,0.7936977033574206,0.2317016264712045,7.200608201391287
0.039187792254320675,0.22392468806038013,0.9493188224156814,4.816164674557692
0.2828069625764096,0.3453516806969027,0.9413777047064986,23.89174423551995
0.1201965612131689,0.9280812934655909,0.7992025873523917,28.774998091056673
0.29614019752214493,0.7044144019235328,0.6304479368667911,13.744164817801286
0.11872771895424405,0.03183892953130785,0.874287966624947,17.72952495971055
0.317983179393976,0.16469415649791275,0.2930202845077967,25.73167932580664
0.41426299451466997,0.6214784014997635,0.8489435553129182,13.716703600615713
0.06414749634878436,0.5772285886041676,0.6178766919175238,28.556234304982084
0.6924721193700198,0.23789282137450862,0.01323685775889949,17.272534861346173
0.5666014542065752,0.9342139979247938,0.34723351793221957,24.623013621039448
0.2653894909394454,0.613965955965896,0.14814086094816503,27.26531155238215
0.5232480534666997,0.5356328030249583,0.9818293898182532,24.465714563057066
0.09394051075844168,0.589909976354571,0.47837030703998806,4.782433903468678
0.5759464955561793,0.7301220295167696,0.4973913654986627,18.866953171851012
0.9292961975762141,0.31194499547960186,0.6394725163987236,11.953027758590313
0.31856895245132366,0.3982210622160919,0.3685846061296175,1.881388560700371
0.6674103799636817,0.20984374897512215,0.13690027168559893,12.720967556695259
0.13179786240439217,0.18619300588033616,0.8221177331942455,7.760522006682232
0.7163272041185655,0.9443723899839336,0.18984791190275796,25.471149252855323
0.2894060929472011,0.7395507950492876,0.511318982546456,0.9991387964008858
0.18319136200711683,0.4904588086175671,0.22431702897473926,28.769481655904208
0.5865129348100832,0.22741462797332324,0.09784448449403405,10.661065454157889
0.020107546187493552,0.25435648177039294,0.8621915174216833,10.701206712076287
0.8289400292173631,0.05802916032387562,0.9729194890231303,0.4898550805112367
0.004695476192547066,0.4344166255581208,0.9608346580630002,5.556969757085518
